""|"label"|"predicted"|"60"
"327"|"statement"|"statement"|"The English Breakfast was very good and I highly recommend that to anyone that finds themselves in a situation where they just simply can not decide."
"328"|"statement"|"statement"|"Pretty sad that they try to nickel and dime you when it's usually something that accomapnies desserts in course meals."
"329"|"statement"|"statement"|"we got introduced to ippudo through one of our friends who raved about the pork bun.. i'd skip it here since the meat it cut pretty thin and it was just mainly sauce on a bun..   nevertheless.. if you do come here.. get the ramen... it's pretty damn good.. pricy for a bowl of noodles.. but it's definitely quality stuff.. the broth is truly flavorful"
"330"|"statement"|"statement"|"Then I asked that, hypothetically, what if I wanted to buy the ten or twelve slices that would consist of a cake, could he serve them to me."
"331"|"statement"|"statement"|"brought the old folks here... good simple fare that's good value for money (relatively speaking that is... this is after all Singapore, where food & wine costs have outstripped that in Europe and NY now)."
"332"|"statement"|"statement"|"You pay hell a lot more than what you will be eating if you lose it."
"333"|"statement"|"statement"|"So my sis, my kid and I all got what we wanted!"
"334"|"statement"|"statement"|"EFFICIENCY LADIES AND GENTS IS THE NAME OF THE GAME WHEN GOING TO MOST PLACES IN SINGAPORE."
"335"|"statement"|"statement"|"After eating there, I still think it's kind of pretentious, but when you create food and experiences this good, you have license to be pretentious every now and then."
"336"|"statement"|"statement"|"The staff were kind and often offered to change our plates, bring new napkins and what not."
"337"|"statement"|"statement"|"Arguably, I've never been to Vietnam so maybe I am not entitled for having an opinion on how Vietnamese food should taste but I have spend considerable parts of my life eating Pho both at my Vietnamese friends homes and in Vietnamese restaurants in Paris, SoCal and Philly, all of which have sizeable Vietnamese communities so sue me for having an opinion... Or send me a message if you know where to get a delicious Bun Bo Hue or Pho in Singapore!"
"338"|"statement"|"statement"|"The fella who has gotten the last piece, must be gloating now."
"339"|"statement"|"statement"|"With all the buzz of Wisma Atria's Japanese Gourmet town going around, I knew I had to give it a try and what better day and way than for my birthday."
"340"|"statement"|"statement"|"I'm a huge fan of the Mozza in LA which is why when we were in Singapore, we had to try this location."
"341"|"statement"|"statement"|"The line was not long when I was there but there was a constant flow of people going here and for the price it would be a place I could consider returning to."
"342"|"statement"|"statement"|"In fact, our server asked us about how the food was, and what we thought about the taco (quality, price, etc)."
"343"|"question"|"question"|"Could you suggest soem restaurants with good vibe?"
"344"|"statement"|"statement"|"Receipt: $237.65  http://tinyurl.com/c86voa4  When prepared at home, all of the meats were as good as they looked."
"345"|"statement"|"statement"|"But if you do want something off menu or what is special that day, just ask."
"346"|"statement"|"statement"|"This makes me think though that they're struggling to keep up with demand and may be watering down the soup (inexcusable, I agree) when it's busy."
"347"|"question"|"question"|"So what if this place is for tourists?"
"348"|"question"|"question"|"To give you a better idea of what tapsilog is, here is a picture of the Tapa King set: http://www.yelp.com/biz_photos/tapa-king-singapore?select=s1yDWSvTbysL2Ld_as_REw#s1yDWSvTbysL2Ld_as_REw  There are many variations in this dish and are a part of the SILOG family."
"349"|"statement"|"statement"|"Lime's offerings are great for people who like to graze."
"350"|"statement"|"statement"|"There is even a teppanyaki room behind where the chef also uses the place to cook the meat for other dishes."
"351"|"statement"|"statement"|"The menu had changed alot from what I last had."
"352"|"statement"|"statement"|"For someone like me who hates the taste of duck, I polished it off right down to the bone, so I'll say it's swell."
"353"|"statement"|"statement"|"I won't repeat what others have said about the unique nature of this place."
"354"|"statement"|"statement"|"Many other reviews are from people who noticed food on the menu, but didn't order it, opting only for drinks instead."
"355"|"statement"|"statement"|"When you order at the register, you give them your name and they'll holler for you when your order is ready."
"356"|"statement"|"statement"|"Beautifully decorated and it's a WOW, everything must try when i get to the restaurant."
"357"|"statement"|"statement"|"In the midst of all the activity, Praelum Wine Bistro stands out as a place where you can split a bottle of wine between friends, and while the night away."
"358"|"statement"|"statement"|"The distinct barbequed/grilled taste had me at the first bite and will be what I'm returning for!"
"359"|"statement"|"statement"|"I love the storefront with the large square communal table where people just sit there going on about their own business."
"360"|"statement"|"statement"|"One has to wonder why one would need to go to Delhi, when you have this shop in Balestier."
"361"|"statement"|"statement"|"Look, the big tip for this place is to listen to what they are pimping that evening and order that."
"362"|"statement"|"statement"|"this place is kinda cute - you pick a flavor (or a few) of ice cream, choose some toppings from their diabetically-inducing large spread of throw-ins, and then they smash everything up together on a cold stone (oh, hey, that's where it gets it's name) before smooshing the mess for your dining pleasure."
"363"|"statement"|"statement"|"The prices are decent for beers during happy hour and they also have a English pub feel when you sit inside."
"364"|"statement"|"statement"|"That all said though, it's easy to see why there's such a long queue."
"365"|"statement"|"statement"|"But when I asked to swap a potato salad for French fries on a Ham&cheese sandwich I was told not possible as French fries is a side order."
"366"|"statement"|"statement"|"But I am not in California and I have to adjust my expectations to where I'm at."
"367"|"statement"|"statement"|"However, I am left with figuring out what I actually ate."
"368"|"statement"|"statement"|"I had myself the recommended Jia Xiang Mee for $6.40, which is about twice what you might pay in a hawker centre for similar sort of noodle."
"369"|"statement"|"statement"|"Just to find this place, you need to walk to through the Robinson's in the Heeren and ask around to where you will find what looks like a backdoor to nowhere only to find a beautiful and sleek modern restaurant."
"370"|"statement"|"statement"|"I think when eating here, if you start out with the foie gras and black truffle dumplings it changes the taste and mood for your other dishes."
"371"|"statement"|"statement"|"I was told about the nitro coffee and was excited to try this creation, however when I received my coffee from the unfriendly lady (got a dollar - no please, no thank you) it was bitter, the glass it was served in was not filled to the top (use smaller glasses if you need to)."
"372"|"statement"|"statement"|"The cheesy crispy sandwich was delicious when dipped with the tangy tomato soup."
"373"|"statement"|"statement"|"The location is a bit hidden as it is on the 2nd level of Orchard Shopping Center, it is where Lei Garden used to be."
"374"|"statement"|"statement"|"I have been advised to remind the kitchen to start preparing the souffl? when I was half way into my main course."
"375"|"statement"|"statement"|"For those who are on a smaller budget, you can check out the cafe instead, which has a pretty good cuppa coffee as well."
"376"|"statement"|"statement"|"There's plenty of seating, even when there is a long line at the counter."
"377"|"statement"|"statement"|"For me, that is what a typical teh is."
"378"|"statement"|"statement"|"We did a little shopping at Great World City and the place was already pretty filled when we came back."
"379"|"statement"|"statement"|"Went with the chicken cause from what I've seen of the food served on tables beside us if I went with anything else I, an average sized man, would leave the place hungry."
"380"|"statement"|"statement"|"Happy Hour at The Royal Mail Bar is from 5pm to 8pm, where all specialty cocktails go for $10 each, and 1-for-1 House Pour (Gentlemen's Pour 45ml) go for $15."
"381"|"statement"|"statement"|"I like coffee"
"382"|"statement"|"statement"|"As I'm still on the No dairy/grains/carbs diet, I informed them, and patiently asked the chef about each of the dishes I was interested in, and advised me based on what the ingredients were."
"383"|"statement"|"statement"|"efficient), so make sure you take a look at the menu before you get to the woman who takes your order (pay in one place, move down the line to another place to pick up your food)."
"384"|"statement"|"statement"|"He then prepared 3 pieces of scallops topped with their soy caviar (tapioca sago) so we could have 1 each when the standard serving is 2."
"385"|"statement"|"statement"|"I asked why and he couldn't answer."
"386"|"statement"|"statement"|"Which means it's the easy choice for late night suppers when you're not in the mood to get carbo coma from prata."
"387"|"statement"|"statement"|"Now this is the part where you'll slap me in the face- I actually didn't order dim sum this time around because I was feeling under the weather (stomach-wise.)"
"388"|"statement"|"statement"|"This is the first place I go when I get to Singapore."
"389"|"statement"|"statement"|"I was excited when I heard that Tampopo opened up an outlet in Orchard which I frequent more than Clarke Quay."
"390"|"statement"|"statement"|"There is an option to get less noodles but again, make sure they understand you when you order (I'm also pretty convinced its the same portion anyway)."
"391"|"statement"|"statement"|"I love Italian food and was very happy when I found out about this place in our hood."
"392"|"statement"|"statement"|"Maxwell is as old school as it gets when it comes to hawker centers in Singapore, the variety is awesome, and quality top notch."
"393"|"statement"|"statement"|"Even when it's not very crowded."
"394"|"statement"|"statement"|"Although beware of Singapore's unforgiving humidity when deciding between outdoor or indoor seating."
"395"|"statement"|"statement"|"So I was pleasantly surprised when I tried the Tsukiji balls - the batter is extremely tasty and it is always nicely crisp on the outside."
"396"|"statement"|"statement"|"The Kanto way (Tokyo region) or Kansai way (Osaka region) -  both differs in the timing when the sauce is introduced in the dish."
"397"|"statement"|"statement"|"Given this discovery, why not have a Pizza throw-down (an ode to Bobby flay) review: Alt Pizza vs."
"398"|"statement"|"statement"|"You can go to the bar and check out what beers are left on tap."
"399"|"statement"|"statement"|"The bar has a counter where you can 'pour' your own wine."
"400"|"statement"|"statement"|"Because that's the one reason to go - 50% off most things, bringing the price slightly below what is normal for what is served."
"401"|"statement"|"statement"|"No serviettes or tissues on the table, place was fairly empty when I arrived at 12:30pm whereas other restaurants were full, avoid this like organised religion."
"402"|"statement"|"statement"|"Just relax and enjoy, the chef even came over to talk to us about what he prepared."
"403"|"statement"|"statement"|"Still, thanks for the service with a smile even when my partner and I were the last to leave on a late weekday night :)"
"404"|"statement"|"statement"|"ok, so i wouldn't come here expecting a mexican joint, but the food is decent if you take it for what it's worth."
"405"|"statement"|"statement"|"I'm generally a happy man when I get fragrant fried rice with succulent prawns."
"406"|"statement"|"statement"|"Whenever I am around Cineleisure and I am feeling peckish, Best Fries Forever will usually be the place where you will find me satisfying my hunger."
"407"|"statement"|"statement"|"I don't remember the meats being so burnt when it first opened, maybe they need to clean their grills!"
"408"|"statement"|"statement"|"The XLB is what you get here if you didn't know, you can get other stuff but the XLB is what you should put down in the box as soon as you sit down."
"409"|"statement"|"statement"|"The tea was very fragrant and flavorful but what really stole the show was the crepe cake!!"
"410"|"statement"|"statement"|"I work near Marina Square and was going to pick up lunch at Emporium Shokuhin when I saw some adds for an executive lunch at a rooftop restaurant called the East Bureau with pan Asian cuisine, so I decided to check it out."
"411"|"statement"|"statement"|"Tucked in one corner of Concorde Hotel, this place's customers are obviously those who know it and specially patronize it instead of just randomly passing by."
"412"|"statement"|"statement"|"Only when I told the manager did it come."
"413"|"statement"|"statement"|"There are these times that one has an inkling that a place is good - just judging by what it looks like."
"414"|"statement"|"statement"|"He was sweating bullets but of course a guy had to look strong especially when surrounded by two pretty girls that he shared his table with."
"415"|"question"|"question"|"But what was it Melbourne that was better?"
"416"|"statement"|"statement"|"Besides the salads and wraps, they also have juices and drinks by the side so just grab what you want and pay for it together with your salad."
"417"|"statement"|"statement"|"and that was back in 2007, when i first started yelping in the USofA."
"418"|"statement"|"statement"|"Go when it is not busy."
"419"|"question"|"question"|"Perfectly poached eggs with chunky succulent and sweet smoked ham, creamy hollandaise sauce with the right amount of acidity, what more can i ask for in a Benny?"
"420"|"statement"|"statement"|"Original-destination: UYE#2 @ Immigrants Bar, Joo Chiat Random-pit-stop: Mongkok Dim Sum  Stefan L. and I were making our way to the second UYE at Immigrant's Bar when hunger climbed into the control mechanisms within our brains and piloted us off the bus just two short stops after we got on from the Kallang MRT Station."
"421"|"statement"|"statement"|"Not sure what the bill came out to as colleague generously paid for us 4."
"422"|"statement"|"statement"|"The pork buns are NOT as good as what the reviews say."
"423"|"statement"|"statement"|"There were some gaps where they were not really checking in."
"424"|"statement"|"statement"|"Good pasta texture and shoyu broth base that when well with the egg."
"425"|"statement"|"statement"|"A real treat is when the Starlight Alchemy movement artists make their weekly appearances."
"426"|"statement"|"statement"|"The service is awesome and the staff is friendly and recommended me the most delicious udon they serve when I looked around the restaurant, not sure what to do.The prices are very affordable and give really nice comfort food for that price."
"427"|"statement"|"statement"|"So I tagged on quietly, albeit excitedly...for what we will be having at this pit-stop."
"428"|"statement"|"statement"|"But when you want the sugar, look no further than the crispy, sweet churros."
"429"|"statement"|"statement"|"This location also has a small store attached where you can buy Italian pasta, flour, chocolate, drinks etc."
"430"|"statement"|"statement"|"I enjoyed every dish, some of which I didn't like having had them before; I won't say what because I don't want to spoil anything for anyone."
"431"|"statement"|"statement"|"If I ever get around to trying the other traditional desserts I'll update this review but when I go there I always end up ordering or nee..and I take it away for my parents too who love or nee."
"432"|"statement"|"statement"|"And in the end, when the waitress's came and cleared the table, she asked if we would like to take away the remaining palm sized piece of meat."
"433"|"statement"|"statement"|"I was a bit less impressed when they noticed that they had charged us $15 for that extra order."
"434"|"statement"|"statement"|"Perhaps unfair to all the good places here but I just find myself annoyed when I go here."
"435"|"statement"|"statement"|"I regretted that immediately when I saw the pricetag, which was over $50/head."
"436"|"statement"|"statement"|"One of the best tapas places Ive been to, where everything actually tastes great."
"437"|"statement"|"statement"|"Time and time again I have been served by black-faced waitresses who toss menus at me and seem to have an attitude if I dare ask a question about the menu."
"438"|"question"|"question"|"Washrooms here are pretty nasty... but what can you do?~  Overall, it was a good experience - more on the fact that the lunch special was a great meal since they provide a lot for that price and you definitely get comfy once you sit in the booths."
"439"|"statement"|"statement"|"Its good food, and was relatively affordable, but I'm not sure why they are SO crowded!"
"440"|"statement"|"statement"|"First of all the color of it look amazing, than the amount of fresh cockles you get in your order was way more than what $4 will get you, I was expecting 3 or 4 pieces but it was a nice big spoonful of them."
"441"|"statement"|"statement"|"I would actually say that while the omakase is enjoyable, it wasn't very filling (again with this filling thing, I'm quite the black hole when it comes to food), but some of the dishes were very creative and overall the meal is rather enjoyable especially since you're paying between $60-$80 dollars for it."
"442"|"statement"|"statement"|"Um... OK.  We weren't the only people there, but there certainly was plenty of room for the few people who were waiting."
"443"|"statement"|"statement"|"So I was sold when they listed what they had and said Sangria."
"444"|"statement"|"statement"|"Granted it was a Saturday afternoon and from what I've heard (they're always packed), I felt that it should have been made clear that there was a waiting list for seating."
"445"|"statement"|"statement"|"The marshmallow ice cream is a little bit too sweet for my liking but it was a good combination with espresso shot - what my friend commented."
"446"|"statement"|"statement"|"We were just checking out the various Japanese restaurants in Cuppage Plaza when one of the staff came out and started recommending the dishes."
"447"|"statement"|"statement"|"30 minutes later (yes, it took forever), what came to our table was this block of tough inedible meat."
"448"|"statement"|"statement"|"No 4 is probably why most people are here."
"449"|"statement"|"statement"|"I thought the name was clever, and I knew exactly what they were going to be serving."
"450"|"statement"|"statement"|"That's where the accolades end."
"451"|"statement"|"statement"|"The fries were actually delivered with no truffle oil at all and then when we reminded her- they delivered a very small amount of oil in a ramikin that was enough for 1 of us, but not 3."
"452"|"statement"|"statement"|"I wouldnt come here on a date but when I am craving some wings and cheap beer I'd stop by for sure."
"453"|"statement"|"statement"|"Just be careful when you bite into it, so that the filling does not dribble down your chin."
"454"|"question"|"question"|"After work, where else to go?"
"455"|"statement"|"statement"|"The chocolate itself wasn't bad but the viscosity of the drink reminded me of when is first tried to make hot chocolate with equal parts milk and chocolate."
"456"|"statement"|"statement"|"There was a sign in the restaurant saying that people who don't drink alcohol aren't welcome -- but again it does not explicitly say everyone present must drink."
"457"|"statement"|"statement"|"Portions are huge and you can help yourself to the salsa bar where there are different types of salsa."
"458"|"statement"|"statement"|"OMG when the noodles arrived I dugged right in."
"459"|"statement"|"statement"|"Our favourite combination is the white veggies with pork chop and egg.. two packets is $6+.. we're not big eaters so that's about what we 3 people can share with.. and then we get some additional ngor hiang from the store directly across."
"460"|"statement"|"statement"|"and for the price of $15 for mine, I doubt I'll be back again when there are so many better options - even Keisuke Four Seasons at Bugis Village."
"461"|"statement"|"statement"|"The light delicate shells crackle as one bites into it and next comes the moment when the mouth is pleasantly violated with the luscious fillings."
"462"|"statement"|"statement"|"Owned by the Sapporo Lion Group, it is first and foremost, a beer hall where diners can chill out in a cosy setting with the refreshing Sapporo beer and moreish bites."
"463"|"statement"|"statement"|"Not sure what station, playlist or CD it was but when I was there, it was some spin on reggae/Jamaican vibes."
"464"|"statement"|"statement"|"I tried telling 10 taxi drivers Tian Tian Chicken Rice and only the last 1 of the 10 knew what I was talking about."
"465"|"statement"|"statement"|"despite our party being huge (20pax+++)  and constantly moving around/mingling and changing seats, the waiter knew exactly what everyone ordered and served each person his/her correct bill."
"466"|"statement"|"statement"|"I can understand why their customers are willing to stand in line to savor this excellent roasted meat."
"467"|"statement"|"statement"|"For the times when you want something quick, yet healthy."
"468"|"statement"|"statement"|"This market is also attached to a large wet market so you can walk around when you're doing eating."
"469"|"statement"|"statement"|"But still a nice place to just people watch (right at the cross road where Tiong Bahru market is) or just read a book (not as busy as Tiong Bahru bakery right across the road, and definitely not as noisy...)."
"470"|"statement"|"statement"|"Not much to say about service as it's a food court, but tables and area were super clean and not that busy when we went during the off-hour."
"471"|"statement"|"statement"|"When you ordered your soft serve, the person in charged of the cashier will ask for your name so that they can call your name when it is ready."
"472"|"statement"|"statement"|"Too bad waiters aren't quite trained and familiar with american condiments i.e., mustard, balsamic vinegar, etc Other than that, good place for those who wants chilis or aplebees alternatives"
"473"|"statement"|"statement"|"So when put in the wrap, it was a lot of meat, not enough skin."
"474"|"statement"|"statement"|"Definitely tasted different when I last had it a couple years back."
"475"|"rhetoric"|"rhetoric"|"But on overall, there are better places for Japanese food at Clarke Quay so why bother?"
"476"|"question"|"question"|"can i eat pig heart? "
"477"|"statement"|"statement"|"The choices of the hotdogs on offer are really unique and different and not what you normally get."
"478"|"statement"|"statement"|"I love ceviche (& all raw fish dishes by extension: sashimi, poke,...yum), boozy nights, and I have a fondness for offal so when my friend asked me to go to Tiger's milk, I had one look on the menu and enthusiastically said: yes please!"
"479"|"statement"|"statement"|"We love a good burger bar and was gutted when discovering that Mojo Burps, one of if not our favorite burger joint, had closed."
"480"|"statement"|"statement"|"I should probably return with my friends who are regulars to see if I can get more hits than ok-dishes for my omakase."
"481"|"statement"|"statement"|"For those of you who wonder what the heck is Zosui, well, according to an encyclopedia, Z?sui is a Japanese rice soup made from pre-cooked rice and water."
"482"|"statement"|"statement"|"Finally a friend who can read it found there was an option to switch to English (upper right corner)."
"483"|"statement"|"statement"|"It was da bomb, so please give it a try when you make your way to the restaurant."
"484"|"statement"|"statement"|"The man taking our orders was pleasant enough, but the lady who delivered our burgers just plonked them on the table with nary a word or explanation of which was which until we asked her."
"485"|"statement"|"statement"|"was SGD 26, about twice what it should be."
"486"|"statement"|"statement"|"Check-in staff are really nice and I remember once, my phone died and I needed to call someone who was staying in the rooms - and the staff at the lobby were very friendly, and totally did their best to help me."
"487"|"statement"|"statement"|"It is unlike other waffles where everything goes drippy drip and all you have on the other end of the fork is a gooey mash (not that it's a bad thing though)."
"488"|"statement"|"statement"|"For the beverage, I asked one of the staffs whether the ice lemon tea was homemade and when she answered it was, I ordered that."
"489"|"statement"|"statement"|"Even when it's really busy you can still find a place to sit."
"490"|"statement"|"statement"|"I keep thinking that it's a nice place to have a quiet breakfast date with myself and then am surprised when I show up."
"491"|"statement"|"statement"|"Restaurants can be a bit pricey, but not what you wouldn't expect in other restaurants around the area."
"492"|"statement"|"statement"|"Almost as good as what I had back in Australia."
"493"|"statement"|"statement"|"I'm not big on drinking a lot when eating sushi however they have a bar there which by itself is worth visiting as well."
"494"|"statement"|"statement"|"Decide what you like and order more of those!"
"495"|"statement"|"statement"|"It looked like it may have been a much nicer place when it first opened then it is currently."
"496"|"statement"|"statement"|"However, I am not a fan of their misleading chef who unfortunately mis-informed me that the salmon sashimi was 'sold out' at 7.30pm."
"497"|"statement"|"statement"|"For anyone who loves to have a variety of dishes for any meal, the small plates format is your best option."
"498"|"statement"|"statement"|"So others who have a preference can go with the leaner or fatter meats if they so prefer."
"499"|"statement"|"statement"|"and what you would pay for a small bag in Jasons you can get more than a basket!"
"500"|"statement"|"statement"|"- I think back to Alinea where I ate a fruit leather balloon or had a decadently filled Chocolate urn shattered onto my waterproof tablecloth."
"501"|"statement"|"statement"|"Located opposite Parliament House and really near the Supreme Courts was this cafe where I dashed in today for my caffeine fix."
"502"|"statement"|"statement"|"I find that when you layer any type of mushroom soup with multiple types of mushrooms you get a full flavor that brings out the best in possible flavor."
"503"|"statement"|"statement"|"If you don't know what to get, Amanda is really good at giving recommendations."
"504"|"question"|"question"|"You don't blame them, do you, but what harm could would it have done if I had sat quietly at a table reading my newspaper while they were opening up?"
"505"|"statement"|"statement"|"A good bowl of pho is what awaits you at this simple Vietnamese restaurant."
"506"|"statement"|"statement"|"The ambiance is fabulous, in a trendy ladies who lunch kind of way."
"507"|"statement"|"statement"|"I have a soft spot for the restaurant - and always remember my first visit when panna cotta was described to me as angmoh tauhuay - which means a western rendition of the asian dessert of sweetened silken soy tofu."
"508"|"statement"|"statement"|"Its the places you will go when you wanna chitchat n have japanese food with some sake."
"509"|"statement"|"statement"|"You don't order from a menu, you explain to the bar staff what you want (spicy, sweet, fruity etc or a type of alcohol, or a cocktail you like)."
"510"|"statement"|"statement"|"The yakitori is good but its not why I come here."
"511"|"statement"|"statement"|"After waiting at our table outside the restaurant for approximately 30 minutes, we decided to check on our orders with the waitress/hostess who took them."
"512"|"statement"|"statement"|"Not really the best seats in the house, but this is where you usually end up if you arrive later in the evening and all the other seating options have been taken up."
"513"|"statement"|"statement"|"Llaollao is located opposite Toast Box, taking over the spot where Subway used to be, right by the sliding doors leading to the taxi stand."
"514"|"question"|"question"|"Seriously, who puts masala powder on top of a sorbet?"
"515"|"statement"|"statement"|"The springy texture is just what i look for in a good carrot cake."
"516"|"question"|"question"|"^whatever Adrianna said  You know what makes it more impressive?"
"517"|"statement"|"statement"|"Please someone tell me who makes the best in sg."
"518"|"statement"|"statement"|"However I'm used to having my soup a little bit more on the saltier side when it comes to prawn Mee."
"519"|"statement"|"statement"|"We went with some friends that live in Singapore and eat here on a somewhat regular basis so service was pretty good compared to what I've read elsewhere."
"520"|"statement"|"statement"|"Forget what I said before!"
"521"|"statement"|"statement"|"May be a little too rich to have it often but when we do crave the rich broth and can get away from the standard pork broth, we will be back!"
"522"|"statement"|"statement"|"Crab ramen is not what I expected."
"523"|"statement"|"statement"|"Don't even know what this is called but I asked for a noodle dish that is popular with locals."
"524"|"statement"|"statement"|"I was not sure about this place (because of its name), but when I tried it I was pleasantly surprised!"
"525"|"statement"|"statement"|"I don't know when was the last time I ate that much of anything."
"526"|"statement"|"statement"|"It's the sort of place where you know not a lot of cooking is involved and a lot of the things they use are very commercial (like the ice cream and the drinks) but you don't mind it anyway because sometimes that's all you want, one random afternoon."
"527"|"statement"|"statement"|"I have never understood how or why people eat cereal or fruit for breakfast."
"528"|"question"|"question"|"This is spicy to me, but not in the OMG my mouth is on fire where is the water?"
"529"|"statement"|"statement"|"Singapore is truly a breathtaking country where no one sleeps; bars and lounges close at 4AM."
"530"|"statement"|"statement"|"Thus, after watching the hunger-inducing documentary Jiro dreams of sushi, I felt compelled to try the real deal at what is considered one of the best sushi restaurants in Singapore."
"531"|"statement"|"statement"|"Luckily I was more than happy to finish of the rest when my friend had enough of the rich flavours."
"532"|"statement"|"statement"|"I like my dumplings boiled every time I had gyoza, even when I had them abroad."
"533"|"statement"|"statement"|"Service was trying when there's a crowd but still acceptable."
"534"|"statement"|"statement"|"Due to the layout, it seems like there was a constant echo where we were seated."
"535"|"statement"|"statement"|"We were just walking around the Red Light District when we came across No Signboard, and we were very excited because we had read quite a bit about how great the seafood is!"
"536"|"statement"|"statement"|"Would recommend for those who don't mind paying a little more for quality food."
"537"|"statement"|"statement"|"I used to stay at Toa Payoh"
"538"|"statement"|"statement"|"It comes with a taller glass when you ordered a cold, not giving the extra ml but to hold the ice cubes that made up the larger content now."
"539"|"statement"|"statement"|"You know it's well cured when all you taste is the sweetness of the cured meat (an amateur-cured Jamon will leave u with the slight smell of pork)."
"540"|"statement"|"statement"|"I headed to Ippudo  by chance, was around the area when my friends and I were craving for ramen for dinner."
"541"|"question"|"question"|"Opps what if I say this place is even better than Ippudo?"
"542"|"statement"|"statement"|"Start off by getting a basket of Victor's signature Golden Egg Yolk Lava Bun ($3.50 for 3), and be careful when you split it the middle to let steam out, because the glorious golden filling might just ooze out (and make a mess!)."
"543"|"statement"|"statement"|"The quality is over the top and hence why the restaurant charges as a premium: SGD58 for Chirashi."
"544"|"statement"|"statement"|"Gives the d?cor an extra flair if you know what I mean!"
"545"|"statement"|"statement"|"Compared to the food courts in the US, this place was incredible in terms of variety and quality, so much so that you'll need 15 minutes just to walk around the area to see what you want to eat."
"546"|"statement"|"statement"|"Even more so when there isn't a service charge levied."
"547"|"statement"|"statement"|"Another great stop for late night supper - BK eating house is famed for this store that sells what they term as 'specialty mee sua' which essentially means they do it pretty damn good."
"548"|"statement"|"statement"|"A few apron-clad personnel will bring you the food when it's ready except for the soup when it's readily available."
"549"|"statement"|"statement"|"So when my husband and I sat down at this restaurant to order food and dessert for ourselves, we took out some toddler food for our son so he could also enjoy a snack with us."
"550"|"statement"|"statement"|"And, of course, where the ladies flock so do the men."
"551"|"statement"|"statement"|"However, when a friend visiting from HK expressed a craving for black pepper crabs, I did a quick HGW search on the nearby seafood places upon which Long Beach and Jumbo at Dempsey and the recently opened Red House at Quayside popped up."
"552"|"statement"|"statement"|"Salt Grill is an awesome place for a special occasion dinner, and I also agree with the other reviewers who say it's a good venue for treating out your parental units."
"553"|"statement"|"statement"|"The crabs are usually proudly displayed at the stall window if and when available."
"554"|"statement"|"statement"|"I did not need to add the syrup, except when the cream ran out."
"555"|"statement"|"statement"|"I'd recommend this restaurant to two kinds of people: those who are trying to show off our local cuisine or those who had not have salt in years."
"556"|"statement"|"statement"|"There are countless times when I've been to vegetarian restaurants and walked out feeling like I had three value meals at McDonalds."
"557"|"statement"|"statement"|"I didn't know what else to say."
"558"|"statement"|"statement"|"I felt the salmon didn't have a heavy dressing, and that was what I was after."
"559"|"statement"|"statement"|"I ponder briefly why this dish makes me so happy and I am rewarded with a moment of sentimental clarity."
"560"|"statement"|"statement"|"There is a supervisor at the dessert stand who is overweight and unfriendly."
"561"|"statement"|"statement"|"The rice in the claypot was smoky yet fluffy, and when drenched in sweet sauce was just... wow."
"562"|"statement"|"statement"|"This joint is literally located under my house, so I decided to pop in and see what they had."
"563"|"statement"|"statement"|"It only gets worse when she tells you that the only way to get both Chilli crab & the Pepper crab is to order the Alaskan King crab at $200 /kg with a minimum size of 2kg."
"564"|"statement"|"statement"|"5) Claypot fishhead - We always used to see lots of people ordering this and finally when I brought my family and had enough people I got to try it."
"565"|"rhetoric"|"question"|"how the heck you come up with this review!? "
"566"|"statement"|"statement"|"This is what culinary creativity is in its finest."
"567"|"statement"|"statement"|"There's a jollibee that has a better red bean slushy drink if that's what you're into in the basement food court of the next mall over."
"568"|"statement"|"statement"|"I don't get why people say this place is 'posh'."
"569"|"statement"|"statement"|"The meat was just so tender and juicy (still cannot compare to American beef in flavor) that it was with sadness when I popped in the last bite."
"570"|"statement"|"statement"|"The chef forgot about me towards the end of my omakase when other patrons started being seated and I constantly had to flag down a waitress to fill my tea and to also pour my expensive Shinji-branded sake into our carafe (since there is nowhere on the counter that they could put it, they had it next to them)."
"571"|"statement"|"statement"|"The Les Amis group should probably stick to what it's good at."
"572"|"statement"|"statement"|"Must try when you are in Singapore and is by the way rated as the best buffet in Singapore by the locals."
"573"|"statement"|"statement"|"This will be one of my regular spots when in singapore!"
"574"|"statement"|"statement"|"It has the perfect brioche bread, topped with the perfect bechamel sauce and melty Gruyere cheese and ham....it is EXACTLY what a croque Monsieur should be."
"575"|"question"|"question"|"Even when the last dishes come out- (like today, 15 mins after the first ones)- somehow half the stuff on the plate is barely warm..  How does this happen?"
"576"|"statement"|"statement"|"Plus for the most part, I didn't want a dining experience and preferred to pick what I wanted and to sit down."
"577"|"statement"|"statement"|"There's a reason why there's more than one type."
"578"|"statement"|"statement"|"I always come here to grab a meal (at least once) when I come to Singapore."
"579"|"statement"|"statement"|"While the coffee is nicely balanced, it isn't THE best I've had so far, but, it's a good cuppa for those who don't want an overly strong or potent coffee."
"580"|"statement"|"statement"|"this was so good that when I first bit into it, I practically trailed off whatever conversation I was having, and all the excellent dishes we had before hand just seemed to pale in comparison."
"581"|"statement"|"statement"|"I went about 630pm and it took about 20 minutes before we could get in to be seated, but at least the staff passed us the menu to place orders first so that we could pass the waitresses the order chits when we got in."
"582"|"statement"|"statement"|"By this time, you're thinking, why come to sky on 57 to have street food you could get for $5 down the street."
"583"|"statement"|"statement"|"I couldn't figure out why this place was packed."
"584"|"statement"|"statement"|"food is a necessity, i need it "
